         500         810           0           0           0           0
         501         811           0           0           0           0
         502         804        1032          17         183          18
         503         805           0           0           0           0
         504         806         120           3          23          11
         505         807           0           0           0           0
         506         808           0           0           0           0
         507         809           0           0           0           0
         508         810           4           1           1          18
         509         811           0           0           0           0
         510         812           0           0           0           0
         511         813           0           0           0           0
         512         814          12           1           3          17
         513         815           0           0           0           0
         514         816         552          15         137          18
         515         817           0           0           0           0
         516         818           0           0           0           0
         517         819           0           0           0           0
         518         818         716          13         129          18
         519         819           0           0           0           0
         520         820          60           2          14          15
         521         821           0           0           0           0
         522         822           0           0           0           0
         523         823           0           0           0           0
         524         824          32           2           8          16
         525         825           0           0           0           0
         526         826          28           3           6          17
         527         827           0           0           0           0
         528         828           0           0           0           0
         529         829           0           0           0           0
         530         830           4           1           1          18
         531         831           0           0           0           0
         532         832           0           0           0           0
         533         833           0           0           0           0
         534         802        1412          20         261          18
         535         803           0           0           0           0
         536         790        2404          28         258           6
         537         791           0           0           0           0
         538         792          16           3           4          18
         539         793           0           0           0           0
         540         794         100           2          25          10
         541         795           0           0           0           0
         542         796          24           2           5          17
         543         797           0           0           0           0
         544         798           0           0           0           0
         545         799           0           0           0           0
         546         800           4           1           1          18
         547         801           0           0           0           0
         548         802           0           0           0           0
         549         803           0           0           0           0
         550         804           4           1           1          18
         551         805           0           0           0           0
         552         806           0           0           0           0
         553         807           0           0           0           0
         554         808         348           9          53          14
         555         809           0           0           0           0
         556         804         784          21         160          11
         557         805           0           0           0           0
         558         804         424          16         106          18
         559         805           0           0           0           0
         560         806          80           4          20          11
         561         807           0           0           0           0
         562         804         320          13          80          18
         563         805           0           0           0           0
         564         806         272           7          59          13
         565         807           0           0           0           0
         566         808           0           0           0           0
         567         809           0           0           0           0
         568         810          12           1           3          17
         569         811           0           0           0           0
         570         812           4           1           1          18
         571         813           0           0           0           0
         572         814           0           0           0           0
         573         815           0           0           0           0
         574         810         456          14         114          18
         575         811           0           0           0           0
         576         794        1792          20         256          14
         577         795           0           0           0           0
         578         796           4           1           1          18
         579         797           0           0           0           0
         580         798           0           0           0           0
         581         799           0           0           0           0
         582         792         508          21         127          18
         583         793           0           0           0           0
         584         794         912          14         153          17
         585         795           0           0           0           0
         586         796           4           1           1          18
         587         797           0           0           0           0
         588         798           0           0           0           0
         589         799           0           0           0           0
         590         800         204           7          44          18
         591         801           0           0           0           0
         592         802          36           1           9          14
         593         803           0           0           0           0
         594         804           4           1           1          18
         595         805           0           0           0           0
         596         806           0           0           0           0
         597         807           0           0           0           0
         598         808          40           3           9          16
         599         809           0           0           0           0
         600         810           0           0           0           0
         601         811           0           0           0           0
         602         812         196          10          48          17
         603         813           0           0           0           0
         604         814           0           0           0           0
         605         815           0           0           0           0
         606         816         164          11          41          18
         607         817           0           0           0           0
         608         818         324          12          68          12
         609         819           0           0           0           0
         610         820           0           0           0           0
         611         821           0           0           0           0
         612         822         132           8          32          16
         613         823           0           0           0           0
         614         824           0           0           0           0
         615         825           0           0           0           0
         616         810        1124          19         198          10
         617         811           0           0           0           0
         618         812           0           0           0           0
         619         813           0           0           0           0
         620         814          76           3          15          14
         621         815           0           0           0           0
         622         816           4           1           1          18
         623         817           0           0           0           0
         624         818           0           0           0           0
         625         819           0           0           0           0
         626         810        1240          31         235          18
         627         811           0           0           0           0
         628         812          12           1           3          17
         629         813           0           0           0           0
         630         812         576          15         144          18
         631         813           0           0           0           0
